Industry code,sector,year,sector_output,rgdpo,emp,rkna,avh,gdp_per_worker,capital_per_worker,output_per_worker,output_per_hour,sector_output_growth,output_per_worker_growth,output_per_hour_growth,gdp_per_worker_growth
24.0,Chemicals and chemical products,2010,123.1,6215798.0,467.412475585938,0.464844554662704,2506.39,13298.314282707179,0.0009945060924614498,14566.87,5.85,0.019688905086922226,0.07592009650078246,0.07266260037591366,0.1373306130246199
24.0,Chemicals and chemical products,2011,122.7,6772307.0,472.214385986328,0.510516464710236,2520.99,14341.593989887631,0.0010811116303538811,15186.0,6.07,-0.0032546814735425755,0.041624178644962484,0.03691694382764199,0.07552670435624975
24.0,Chemicals and chemical products,2012,127.3,7319223.0,469.831085205078,0.55702418088913,2543.57,15578.413669255642,0.0011855839224558604,15879.15,6.3,0.0368041538464956,0.04463297714699266,0.0371910283260799,0.08272223096417797
23.0,"Coke, refined petroleum products and nuclear fuel",2005,100.6,3773967.25,457.638061523438,0.29015788435936,2457.62,8246.620129096747,0.0006340335491183779,10660.06,4.39,-0.23539424789772223,-0.39850288069835393,-0.36122040631040697,-0.6360827817714476
23.0,"Coke, refined petroleum products and nuclear fuel",2006,112.6,4229441.5,457.973663330078,0.319190889596939,2455.16,9235.11948099009,0.0006969634176690345,11449.72,4.72,0.11268945803995134,0.07146122831308865,0.07247957251038395,0.11321011632892741
23.0,"Coke, refined petroleum products and nuclear fuel",2007,119.6,4740285.5,459.028869628906,0.354596644639969,2459.84,10326.769869250713,0.000772493122113728,12257.85,5.03,0.06031112581094167,0.06820127252938946,0.06361118451418402,0.11172598865353578
23.0,"Coke, refined petroleum products and nuclear fuel",2008,123.4,5023850.0,460.812957763672,0.388070732355118,2481.02,10902.145687006663,0.000842143706718725,12582.15,5.12,0.0312782699547558,0.02611259478765149,0.01773445493976844,0.05422008181611382
23.0,"Coke, refined petroleum products and nuclear fuel",2009,121.8,5374382.5,463.632537841797,0.423895448446274,2502.14,11591.901045206352,0.0009142918450450036,13501.89,5.44,-0.013050756195490898,0.07055053277548673,0.06062462181643502,0.061347046627822976
23.0,"Coke, refined petroleum products and nuclear fuel",2010,121.5,6215798.0,467.412475585938,0.464844554662704,2506.39,13298.314282707179,0.0009945060924614498,14566.87,5.85,-0.0024660924951938057,0.07592009650078246,0.07266260037591366,0.1373306130246199
23.0,"Coke, refined petroleum products and nuclear fuel",2011,125.8,6772307.0,472.214385986328,0.510516464710236,2520.99,14341.593989887631,0.0010811116303538811,15186.0,6.07,0.034779081485737606,0.041624178644962484,0.03691694382764199,0.07552670435624975
23.0,"Coke, refined petroleum products and nuclear fuel",2012,136.4,7319223.0,469.831085205078,0.55702418088913,2543.57,15578.413669255642,0.0011855839224558604,15879.15,6.3,0.08089840114302138,0.04463297714699266,0.0371910283260799,0.08272223096417797
31.0,Electrical machinery and apparatus n.e.c.,2005,116.8,3773967.25,457.638061523438,0.29015788435936,2457.62,8246.620129096747,0.0006340335491183779,10660.06,4.39,-0.1551286750152352,-0.39850288069835393,-0.36122040631040697,-0.6360827817714476
31.0,Electrical machinery and apparatus n.e.c.,2006,131.6,4229441.5,457.973663330078,0.319190889596939,2455.16,9235.11948099009,0.0006969634176690345,11449.72,4.72,0.11930394849709014,0.07146122831308865,0.07247957251038395,0.11321011632892741
31.0,Electrical machinery and apparatus n.e.c.,2007,373.0,4740285.5,459.028869628906,0.354596644639969,2459.84,10326.769869250713,0.000772493122113728,12257.85,5.03,1.0418114007525991,0.06820127252938946,0.06361118451418402,0.11172598865353578
31.0,Electrical machinery and apparatus n.e.c.,2008,530.8,5023850.0,460.812957763672,0.388070732355118,2481.02,10902.145687006663,0.000842143706718725,12582.15,5.12,0.3528068828142361,0.02611259478765149,0.01773445493976844,0.05422008181611382
31.0,Electrical machinery and apparatus n.e.c.,2009,459.2,5374382.5,463.632537841797,0.423895448446274,2502.14,11591.901045206352,0.0009142918450450036,13501.89,5.44,-0.14489945745269583,0.07055053277548673,0.06062462181643502,0.061347046627822976
31.0,Electrical machinery and apparatus n.e.c.,2010,472.1,6215798.0,467.412475585938,0.464844554662704,2506.39,13298.314282707179,0.0009945060924614498,14566.87,5.85,0.027704982546884693,0.07592009650078246,0.07266260037591366,0.1373306130246199
31.0,Electrical machinery and apparatus n.e.c.,2011,367.1,6772307.0,472.214385986328,0.510516464710236,2520.99,14341.593989887631,0.0010811116303538811,15186.0,6.07,-0.2515565370494519,0.041624178644962484,0.03691694382764199,0.07552670435624975
31.0,Electrical machinery and apparatus n.e.c.,2012,369.2,7319223.0,469.831085205078,0.55702418088913,2543.57,15578.413669255642,0.0011855839224558604,15879.15,6.3,0.0057042121259076595,0.04463297714699266,0.0371910283260799,0.08272223096417797
,Electricity,2005,105.2,3773967.25,457.638061523438,0.29015788435936,2457.62,8246.620129096747,0.0006340335491183779,10660.06,4.39,-1.255475202325087,-0.39850288069835393,-0.36122040631040697,-0.6360827817714476
,Electricity,2006,112.8,4229441.5,457.973663330078,0.319190889596939,2455.16,9235.11948099009,0.0006969634176690345,11449.72,4.72,0.0697530387603491,0.07146122831308865,0.07247957251038395,0.11321011632892741
,Electricity,2007,120.0,4740285.5,459.028869628906,0.354596644639969,2459.84,10326.769869250713,0.000772493122113728,12257.85,5.03,0.061875403718087085,0.06820127252938946,0.06361118451418402,0.11172598865353578
,Electricity,2008,123.3,5023850.0,460.812957763672,0.388070732355118,2481.02,10902.145687006663,0.000842143706718725,12582.15,5.12,0.02712866738825248,0.02611259478765149,0.01773445493976844,0.05422008181611382
,Electricity,2009,130.8,5374382.5,463.632537841797,0.423895448446274,2502.14,11591.901045206352,0.0009142918450450036,13501.89,5.44,0.059049028852800056,0.07055053277548673,0.06062462181643502,0.061347046627822976
,Electricity,2010,138.0,6215798.0,467.412475585938,0.464844554662704,2506.39,13298.314282707179,0.0009945060924614498,14566.87,5.85,0.05358424613410673,0.07592009650078246,0.07266260037591366,0.1373306130246199
,Electricity,2011,149.3,6772307.0,472.214385986328,0.510516464710236,2520.99,14341.593989887631,0.0010811116303538811,15186.0,6.07,0.07870401938793936,0.041624178644962484,0.03691694382764199,0.07552670435624975
,Electricity,2012,155.2,7319223.0,469.831085205078,0.55702418088913,2543.57,15578.413669255642,0.0011855839224558604,15879.15,6.3,0.03875690320397407,0.04463297714699266,0.0371910283260799,0.08272223096417797
28.0,"Fabricated metal products, except machinery and equipment",2005,111.1,3773967.25,457.638061523438,0.29015788435936,2457.62,8246.620129096747,0.0006340335491183779,10660.06,4.39,-0.33428391110353406,-0.39850288069835393,-0.36122040631040697,-0.6360827817714476
28.0,"Fabricated metal products, except machinery and equipment",2006,133.3,4229441.5,457.973663330078,0.319190889596939,2455.16,9235.11948099009,0.0006969634176690345,11449.72,4.72,0.18217153053907875,0.07146122831308865,0.07247957251038395,0.11321011632892741
28.0,"Fabricated metal products, except machinery and equipment",2007,143.8,4740285.5,459.028869628906,0.354596644639969,2459.84,10326.769869250713,0.000772493122113728,12257.85,5.03,0.07582121810228326,0.06820127252938946,0.06361118451418402,0.11172598865353578
28.0,"Fabricated metal products, except machinery and equipment",2008,144.0,5023850.0,460.812957763672,0.388070732355118,2481.02,10902.145687006663,0.000842143706718725,12582.15,5.12,0.0013898542890542487,0.02611259478765149,0.01773445493976844,0.05422008181611382
